timestamp,heap_used_mb,heap_committed_mb,ygc_count,ygct_s,fgc_count,fgct_s,gct_s
2026-05-12T01:06:02Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:03Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:04Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:05Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:06Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:07Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:08Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:09Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:10Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:11Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:12Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:13Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:14Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:15Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:16Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:17Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:18Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:19Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:20Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:21Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:22Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:23Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:24Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:25Z,16.71,37.00,2,0.013,0,0.000,0.016
2026-05-12T01:06:26Z,18.67,44.00,5,0.036,0,0.000,0.042
2026-05-12T01:06:27Z,27.67,44.00,5,0.036,0,0.000,0.042
2026-05-12T01:06:28Z,27.22,44.00,6,0.039,0,0.000,0.045
2026-05-12T01:06:29Z,24.94,44.00,7,0.042,0,0.000,0.049
2026-05-12T01:06:30Z,23.59,44.00,8,0.045,0,0.000,0.051
2026-05-12T01:06:31Z,26.68,44.00,9,0.047,0,0.000,0.054
2026-05-12T01:06:32Z,23.69,44.00,10,0.050,0,0.000,0.056
2026-05-12T01:06:33Z,30.69,44.00,10,0.050,0,0.000,0.056
2026-05-12T01:06:34Z,37.69,44.00,10,0.050,0,0.000,0.056
2026-05-12T01:06:35Z,23.89,44.00,11,0.051,0,0.000,0.058
2026-05-12T01:06:36Z,30.89,44.00,11,0.051,0,0.000,0.058
2026-05-12T01:06:37Z,17.73,44.00,12,0.054,0,0.000,0.060
2026-05-12T01:06:38Z,24.73,44.00,12,0.054,0,0.000,0.060
2026-05-12T01:06:39Z,31.73,44.00,12,0.054,0,0.000,0.060
2026-05-12T01:06:40Z,18.85,44.00,13,0.056,0,0.000,0.063
2026-05-12T01:06:41Z,25.85,44.00,13,0.056,0,0.000,0.063
2026-05-12T01:06:42Z,33.85,44.00,13,0.056,0,0.000,0.063
2026-05-12T01:06:43Z,17.84,44.00,14,0.058,0,0.000,0.065
2026-05-12T01:06:44Z,23.84,44.00,14,0.058,0,0.000,0.065
2026-05-12T01:06:45Z,31.84,44.00,14,0.058,0,0.000,0.065
2026-05-12T01:06:46Z,37.84,44.00,14,0.058,0,0.000,0.065
2026-05-12T01:06:47Z,23.85,44.00,15,0.060,0,0.000,0.067
2026-05-12T01:06:48Z,30.85,44.00,15,0.060,0,0.000,0.067
2026-05-12T01:06:49Z,37.85,44.00,15,0.060,0,0.000,0.067
2026-05-12T01:06:50Z,20.75,44.00,16,0.062,0,0.000,0.069
2026-05-12T01:06:51Z,27.75,44.00,16,0.062,0,0.000,0.069
2026-05-12T01:06:52Z,33.75,44.00,16,0.062,0,0.000,0.069
2026-05-12T01:06:53Z,18.85,44.00,17,0.065,0,0.000,0.071
2026-05-12T01:06:54Z,25.85,44.00,17,0.065,0,0.000,0.071
2026-05-12T01:06:55Z,31.85,44.00,17,0.065,0,0.000,0.071
2026-05-12T01:06:56Z,37.85,44.00,17,0.065,0,0.000,0.071
2026-05-12T01:06:57Z,22.78,44.00,18,0.067,0,0.000,0.073
2026-05-12T01:06:58Z,30.78,44.00,18,0.067,0,0.000,0.073
2026-05-12T01:06:59Z,17.83,44.00,19,0.068,0,0.000,0.075
2026-05-12T01:07:00Z,24.83,44.00,19,0.068,0,0.000,0.075
2026-05-12T01:07:01Z,31.83,44.00,19,0.068,0,0.000,0.075
2026-05-12T01:07:02Z,38.83,44.00,19,0.068,0,0.000,0.075
2026-05-12T01:07:03Z,22.89,44.00,20,0.071,0,0.000,0.077
2026-05-12T01:07:04Z,29.89,44.00,20,0.071,0,0.000,0.077
2026-05-12T01:07:05Z,36.89,44.00,20,0.071,0,0.000,0.077
2026-05-12T01:07:06Z,22.85,44.00,21,0.073,0,0.000,0.079
2026-05-12T01:07:07Z,29.85,44.00,21,0.073,0,0.000,0.079
2026-05-12T01:07:08Z,35.85,44.00,21,0.073,0,0.000,0.079
2026-05-12T01:07:09Z,19.89,44.00,22,0.075,0,0.000,0.082
2026-05-12T01:07:10Z,26.89,44.00,22,0.075,0,0.000,0.082
2026-05-12T01:07:11Z,32.89,44.00,22,0.075,0,0.000,0.082
2026-05-12T01:07:12Z,18.88,44.00,23,0.078,0,0.000,0.084
2026-05-12T01:07:13Z,24.88,44.00,23,0.078,0,0.000,0.084
2026-05-12T01:07:14Z,30.88,44.00,23,0.078,0,0.000,0.084
2026-05-12T01:07:15Z,37.88,44.00,23,0.078,0,0.000,0.084
2026-05-12T01:07:16Z,22.83,44.00,24,0.080,0,0.000,0.086
2026-05-12T01:07:17Z,29.83,44.00,24,0.080,0,0.000,0.086
2026-05-12T01:07:18Z,36.83,44.00,24,0.080,0,0.000,0.086
2026-05-12T01:07:19Z,20.80,44.00,25,0.082,0,0.000,0.088
2026-05-12T01:07:20Z,28.80,44.00,25,0.082,0,0.000,0.088
2026-05-12T01:07:21Z,35.80,44.00,25,0.082,0,0.000,0.088
2026-05-12T01:07:22Z,21.78,44.00,26,0.084,0,0.000,0.090
2026-05-12T01:07:23Z,29.78,44.00,26,0.084,0,0.000,0.090
2026-05-12T01:07:24Z,37.78,44.00,26,0.084,0,0.000,0.090
2026-05-12T01:07:25Z,23.82,44.00,27,0.087,0,0.000,0.094
2026-05-12T01:07:26Z,32.82,44.00,27,0.087,0,0.000,0.094
2026-05-12T01:07:27Z,37.82,44.00,27,0.087,0,0.000,0.094
2026-05-12T01:07:28Z,22.84,44.00,28,0.089,0,0.000,0.095
2026-05-12T01:07:29Z,28.84,44.00,28,0.089,0,0.000,0.095
2026-05-12T01:07:30Z,35.84,44.00,28,0.089,0,0.000,0.095
2026-05-12T01:07:31Z,20.83,44.00,29,0.090,0,0.000,0.097
2026-05-12T01:07:32Z,28.83,44.00,29,0.090,0,0.000,0.097
2026-05-12T01:07:33Z,34.83,44.00,29,0.090,0,0.000,0.097
2026-05-12T01:07:34Z,19.86,44.00,30,0.092,0,0.000,0.098
2026-05-12T01:07:35Z,26.86,44.00,30,0.092,0,0.000,0.098
2026-05-12T01:07:36Z,33.86,44.00,30,0.092,0,0.000,0.098
2026-05-12T01:07:37Z,17.86,44.00,31,0.093,0,0.000,0.100
