timestamp,heap_used_mb,heap_committed_mb,ygc_count,ygct_s,fgc_count,fgct_s,gct_s
2026-05-12T01:06:01Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:02Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:03Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:04Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:05Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:06Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:07Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:08Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:09Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:10Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:11Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:12Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:13Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:14Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:15Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:16Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:17Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:18Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:19Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:20Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:21Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:22Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:23Z,16.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:24Z,20.41,37.00,2,0.014,0,0.000,0.017
2026-05-12T01:06:25Z,17.93,44.00,5,0.046,0,0.000,0.054
2026-05-12T01:06:26Z,26.93,44.00,5,0.046,0,0.000,0.054
2026-05-12T01:06:27Z,26.93,44.00,5,0.046,0,0.000,0.054
2026-05-12T01:06:28Z,25.39,44.00,6,0.049,0,0.000,0.058
2026-05-12T01:06:29Z,16.99,44.00,7,0.055,0,0.000,0.063
2026-05-12T01:06:30Z,30.99,44.00,7,0.055,0,0.000,0.063
2026-05-12T01:06:31Z,29.54,44.00,8,0.057,0,0.000,0.066
2026-05-12T01:06:32Z,27.79,44.00,9,0.060,0,0.000,0.069
2026-05-12T01:06:33Z,35.79,44.00,9,0.060,0,0.000,0.069
2026-05-12T01:06:34Z,23.94,44.00,10,0.063,0,0.000,0.071
2026-05-12T01:06:35Z,32.94,44.00,10,0.063,0,0.000,0.071
2026-05-12T01:06:36Z,18.79,44.00,11,0.065,0,0.000,0.073
2026-05-12T01:06:37Z,25.79,44.00,11,0.065,0,0.000,0.073
2026-05-12T01:06:38Z,33.79,44.00,11,0.065,0,0.000,0.073
2026-05-12T01:06:39Z,18.84,44.00,12,0.068,0,0.000,0.076
2026-05-12T01:06:40Z,27.84,44.00,12,0.068,0,0.000,0.076
2026-05-12T01:06:41Z,34.84,44.00,12,0.068,0,0.000,0.076
2026-05-12T01:06:42Z,21.93,44.00,13,0.070,0,0.000,0.079
2026-05-12T01:06:43Z,29.93,44.00,13,0.070,0,0.000,0.079
2026-05-12T01:06:44Z,16.79,44.00,14,0.073,0,0.000,0.081
2026-05-12T01:06:45Z,25.79,44.00,14,0.073,0,0.000,0.081
2026-05-12T01:06:46Z,32.79,44.00,14,0.073,0,0.000,0.081
2026-05-12T01:06:47Z,17.98,44.00,15,0.075,0,0.000,0.083
2026-05-12T01:06:48Z,25.98,44.00,15,0.075,0,0.000,0.083
2026-05-12T01:06:49Z,33.98,44.00,15,0.075,0,0.000,0.083
2026-05-12T01:06:50Z,18.95,44.00,16,0.078,0,0.000,0.086
2026-05-12T01:06:51Z,25.95,44.00,16,0.078,0,0.000,0.086
2026-05-12T01:06:52Z,33.95,44.00,16,0.078,0,0.000,0.086
2026-05-12T01:06:53Z,19.89,44.00,17,0.080,0,0.000,0.088
2026-05-12T01:06:54Z,25.89,44.00,17,0.080,0,0.000,0.088
2026-05-12T01:06:55Z,32.89,44.00,17,0.080,0,0.000,0.088
2026-05-12T01:06:56Z,19.96,44.00,18,0.082,0,0.000,0.091
2026-05-12T01:06:57Z,27.96,44.00,18,0.082,0,0.000,0.091
2026-05-12T01:06:58Z,33.96,44.00,18,0.082,0,0.000,0.091
2026-05-12T01:06:59Z,19.93,44.00,19,0.085,0,0.000,0.094
2026-05-12T01:07:00Z,26.93,44.00,19,0.085,0,0.000,0.094
2026-05-12T01:07:01Z,34.93,44.00,19,0.085,0,0.000,0.094
2026-05-12T01:07:02Z,22.10,44.00,20,0.088,0,0.000,0.096
2026-05-12T01:07:03Z,29.10,44.00,20,0.088,0,0.000,0.096
2026-05-12T01:07:04Z,37.10,44.00,20,0.088,0,0.000,0.096
2026-05-12T01:07:05Z,23.90,44.00,21,0.090,0,0.000,0.098
2026-05-12T01:07:06Z,31.90,44.00,21,0.090,0,0.000,0.098
2026-05-12T01:07:07Z,17.84,44.00,22,0.093,0,0.000,0.101
2026-05-12T01:07:08Z,24.84,44.00,22,0.093,0,0.000,0.101
