timestamp,heap_used_mb,heap_committed_mb,ygc_count,ygct_s,fgc_count,fgct_s,gct_s
2026-05-12T03:46:07Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:08Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:09Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:10Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:11Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:12Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:13Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:14Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:15Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:16Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:17Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:18Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:19Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:20Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:21Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:22Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:23Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:24Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:25Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:26Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:27Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:28Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:29Z,16.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:30Z,21.56,37.00,2,0.012,0,0.000,0.015
2026-05-12T03:46:31Z,20.41,44.00,5,0.041,0,0.000,0.047
2026-05-12T03:46:32Z,28.41,44.00,5,0.041,0,0.000,0.047
2026-05-12T03:46:33Z,28.41,44.00,5,0.041,0,0.000,0.047
2026-05-12T03:46:34Z,26.13,44.00,6,0.046,0,0.000,0.051
2026-05-12T03:46:35Z,17.22,44.00,7,0.059,0,0.000,0.064
2026-05-12T03:46:36Z,28.22,44.00,7,0.059,0,0.000,0.064
2026-05-12T03:46:37Z,23.78,44.00,8,0.062,0,0.000,0.067
2026-05-12T03:46:38Z,17.80,44.00,9,0.066,0,0.000,0.072
2026-05-12T03:46:39Z,23.80,44.00,9,0.066,0,0.000,0.072
