timestamp,heap_used_mb,heap_committed_mb,ygc_count,ygct_s,fgc_count,fgct_s,gct_s
2026-05-12T00:12:23Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:24Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:25Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:26Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:27Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:28Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:29Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:30Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:31Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:32Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:33Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:34Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:35Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:36Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:37Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:38Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:39Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:40Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:41Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:42Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:43Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:44Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:45Z,16.87,37.00,2,0.013,0,0.000,0.017
2026-05-12T00:12:46Z,22.96,43.00,3,0.022,0,0.000,0.025
2026-05-12T00:12:47Z,25.80,43.00,5,0.031,0,0.000,0.037
2026-05-12T00:12:48Z,24.53,43.00,6,0.034,0,0.000,0.040
2026-05-12T00:12:49Z,23.46,43.00,7,0.040,0,0.000,0.046
2026-05-12T00:12:50Z,22.64,43.00,8,0.042,0,0.000,0.048
2026-05-12T00:12:51Z,25.01,43.00,9,0.045,0,0.000,0.051
2026-05-12T00:12:52Z,27.97,43.00,10,0.048,0,0.000,0.053
2026-05-12T00:12:53Z,33.97,43.00,10,0.048,0,0.000,0.053
2026-05-12T00:12:54Z,20.10,43.00,11,0.050,0,0.000,0.055
2026-05-12T00:12:55Z,27.10,43.00,11,0.050,0,0.000,0.055
2026-05-12T00:12:56Z,33.10,43.00,11,0.050,0,0.000,0.055
2026-05-12T00:12:57Z,22.00,43.00,12,0.052,0,0.000,0.057
2026-05-12T00:12:58Z,31.00,43.00,12,0.052,0,0.000,0.057
2026-05-12T00:12:59Z,17.05,43.00,13,0.054,0,0.000,0.059
